id,kind,at,title,meta,body
email-2007-1,email,2007-07-14,float club QA follow-up (2007),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Member-reported deflation traced to valve caps in 9 of 10 cases. Second click, people. Drafted a one-line insert for the box: LISTEN FOR THE SECOND CLICK. Marketing wants it friendlier. It is a valve, not a greeting card."
email-2007-2,email,2007-03-12,batch certification status (2007),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"All batches in soak within schedule. Nothing expedited, nothing ever expedited, see policy, see wall, see me if the wall is unclear. Day-9 checks clean this week."
email-2008-0,email,2008-07-03,batch certification status (2008),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"All batches in soak within schedule. Nothing expedited, nothing ever expedited, see policy, see wall, see me if the wall is unclear. Day-9 checks clean this week."
email-2008-1,email,2008-05-14,fleet maintenance summary (2008),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2008-2,email,2008-07-06,weekly helium reconciliation (2008),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2009-0,email,2009-02-16,parade rigging prep (2009),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Line inspection complete. Handler roster drafted, two riggers per giant balloon per 7.2. Weather watch begins ten days out, because the forecast is a rumor until it is a measurement."
email-2009-1,email,2009-09-25,batch certification status (2009),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"All batches in soak within schedule. Nothing expedited, nothing ever expedited, see policy, see wall, see me if the wall is unclear. Day-9 checks clean this week."
email-2009-2,email,2009-08-09,float club QA follow-up (2009),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Member-reported deflation traced to valve caps in 9 of 10 cases. Second click, people. Drafted a one-line insert for the box: LISTEN FOR THE SECOND CLICK. Marketing wants it friendlier. It is a valve, not a greeting card."
email-2010-0,email,2010-09-27,fleet maintenance summary (2010),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2010-1,email,2010-10-16,batch certification status (2010),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"All batches in soak within schedule. Nothing expedited, nothing ever expedited, see policy, see wall, see me if the wall is unclear. Day-9 checks clean this week."
email-2010-2,email,2010-02-04,fleet maintenance summary (2010),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2011-0,email,2011-06-15,parade rigging prep (2011),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Line inspection complete. Handler roster drafted, two riggers per giant balloon per 7.2. Weather watch begins ten days out, because the forecast is a rumor until it is a measurement."
email-2011-1,email,2011-03-13,parade rigging prep (2011),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Line inspection complete. Handler roster drafted, two riggers per giant balloon per 7.2. Weather watch begins ten days out, because the forecast is a rumor until it is a measurement."
email-2011-2,email,2011-09-06,parade rigging prep (2011),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Line inspection complete. Handler roster drafted, two riggers per giant balloon per 7.2. Weather watch begins ten days out, because the forecast is a rumor until it is a measurement."
email-2012-0,email,2012-12-18,weekly helium reconciliation (2012),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2012-1,email,2012-12-19,fleet maintenance summary (2012),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2012-2,email,2012-10-27,float club QA follow-up (2012),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Member-reported deflation traced to valve caps in 9 of 10 cases. Second click, people. Drafted a one-line insert for the box: LISTEN FOR THE SECOND CLICK. Marketing wants it friendlier. It is a valve, not a greeting card."
email-2013-0,email,2013-10-23,weekly helium reconciliation (2013),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2013-1,email,2013-09-01,batch certification status (2013),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"All batches in soak within schedule. Nothing expedited, nothing ever expedited, see policy, see wall, see me if the wall is unclear. Day-9 checks clean this week."
email-2013-2,email,2013-01-10,fleet maintenance summary (2013),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2014-0,email,2014-06-06,fleet maintenance summary (2014),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2014-1,email,2014-12-04,fleet maintenance summary (2014),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2014-2,email,2014-08-02,weekly helium reconciliation (2014),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2015-0,email,2015-08-21,parade rigging prep (2015),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Line inspection complete. Handler roster drafted, two riggers per giant balloon per 7.2. Weather watch begins ten days out, because the forecast is a rumor until it is a measurement."
email-2015-1,email,2015-04-07,parade rigging prep (2015),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Line inspection complete. Handler roster drafted, two riggers per giant balloon per 7.2. Weather watch begins ten days out, because the forecast is a rumor until it is a measurement."
email-2015-2,email,2015-02-01,weekly helium reconciliation (2015),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2016-0,email,2016-01-04,weekly helium reconciliation (2016),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2016-1,email,2016-02-16,weekly helium reconciliation (2016),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2016-2,email,2016-05-10,batch certification status (2016),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"All batches in soak within schedule. Nothing expedited, nothing ever expedited, see policy, see wall, see me if the wall is unclear. Day-9 checks clean this week."
email-2017-0,email,2017-04-25,fleet maintenance summary (2017),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2017-1,email,2017-06-11,fleet maintenance summary (2017),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2017-2,email,2017-09-23,fleet maintenance summary (2017),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2018-0,email,2018-09-10,weekly helium reconciliation (2018),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2018-1,email,2018-02-27,fleet maintenance summary (2018),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2018-2,email,2018-12-15,float club QA follow-up (2018),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Member-reported deflation traced to valve caps in 9 of 10 cases. Second click, people. Drafted a one-line insert for the box: LISTEN FOR THE SECOND CLICK. Marketing wants it friendlier. It is a valve, not a greeting card."
email-2019-0,email,2019-04-22,parade rigging prep (2019),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Line inspection complete. Handler roster drafted, two riggers per giant balloon per 7.2. Weather watch begins ten days out, because the forecast is a rumor until it is a measurement."
email-2019-1,email,2019-11-07,float club QA follow-up (2019),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Member-reported deflation traced to valve caps in 9 of 10 cases. Second click, people. Drafted a one-line insert for the box: LISTEN FOR THE SECOND CLICK. Marketing wants it friendlier. It is a valve, not a greeting card."
email-2019-2,email,2019-12-08,fleet maintenance summary (2019),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2020-0,email,2020-03-02,weekly helium reconciliation (2020),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2020-1,email,2020-09-07,batch certification status (2020),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"All batches in soak within schedule. Nothing expedited, nothing ever expedited, see policy, see wall, see me if the wall is unclear. Day-9 checks clean this week."
email-2020-2,email,2020-12-16,float club QA follow-up (2020),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Member-reported deflation traced to valve caps in 9 of 10 cases. Second click, people. Drafted a one-line insert for the box: LISTEN FOR THE SECOND CLICK. Marketing wants it friendlier. It is a valve, not a greeting card."
email-2021-0,email,2021-01-27,stadium rig notes (2021),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Game-day draw logged. Dark-store rig tested at the Furnaces: 80 percent helium reduction, zero fan complaints, one mascot slightly less majestic but within tolerance."
email-2021-1,email,2021-04-23,fleet maintenance summary (2021),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2021-2,email,2021-01-04,parade rigging prep (2021),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Line inspection complete. Handler roster drafted, two riggers per giant balloon per 7.2. Weather watch begins ten days out, because the forecast is a rumor until it is a measurement."
email-2022-0,email,2022-05-03,weekly helium reconciliation (2022),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2022-1,email,2022-09-09,stadium rig notes (2022),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Game-day draw logged. Dark-store rig tested at the Furnaces: 80 percent helium reduction, zero fan complaints, one mascot slightly less majestic but within tolerance."
email-2022-2,email,2022-06-20,fleet maintenance summary (2022),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2023-0,email,2023-04-03,weekly helium reconciliation (2023),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2023-1,email,2023-02-17,batch certification status (2023),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"All batches in soak within schedule. Nothing expedited, nothing ever expedited, see policy, see wall, see me if the wall is unclear. Day-9 checks clean this week."
email-2023-2,email,2023-08-18,weekly helium reconciliation (2023),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2024-0,email,2024-10-10,parade rigging prep (2024),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Line inspection complete. Handler roster drafted, two riggers per giant balloon per 7.2. Weather watch begins ten days out, because the forecast is a rumor until it is a measurement."
email-2024-1,email,2024-01-13,fleet maintenance summary (2024),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Routine swaps completed across the dealership fleet. Uptime steady at 99.6 percent. The waving continues, wackily, as contracted."
email-2024-2,email,2024-11-18,weekly helium reconciliation (2024),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2025-0,email,2025-03-26,weekly helium reconciliation (2025),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Ledger reconciled to the pound. Draw within contract. The stadiums pulled their usual game-day share; the kits line is steady. Balance notes attached. The gas is accounted for, which is the only kind of gas story worth reading."
email-2025-1,email,2025-01-27,float club QA follow-up (2025),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Member-reported deflation traced to valve caps in 9 of 10 cases. Second click, people. Drafted a one-line insert for the box: LISTEN FOR THE SECOND CLICK. Marketing wants it friendlier. It is a valve, not a greeting card."
email-2025-2,email,2025-06-27,stadium rig notes (2025),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Game-day draw logged. Dark-store rig tested at the Furnaces: 80 percent helium reduction, zero fan complaints, one mascot slightly less majestic but within tolerance."
email-2026-0,email,2026-11-06,batch certification status (2026),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"All batches in soak within schedule. Nothing expedited, nothing ever expedited, see policy, see wall, see me if the wall is unclear. Day-9 checks clean this week."
email-2026-1,email,2026-01-18,float club QA follow-up (2026),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Member-reported deflation traced to valve caps in 9 of 10 cases. Second click, people. Drafted a one-line insert for the box: LISTEN FOR THE SECOND CLICK. Marketing wants it friendlier. It is a valve, not a greeting card."
email-2026-2,email,2026-06-03,float club QA follow-up (2026),From: gary.baszo@grandinflation.com  To: operations@grandinflation.com,"Member-reported deflation traced to valve caps in 9 of 10 cases. Second click, people. Drafted a one-line insert for the box: LISTEN FOR THE SECOND CLICK. Marketing wants it friendlier. It is a valve, not a greeting card."
meeting-2019-0,meeting,2019-08-14,"Parade Planning, 2019",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,Route confirmed. Balloon lineup drafted. Gary walked the new handlers through gust protocol: the line talks to your hands before the anemometer talks to your eyes. Two rigger minimum restated. Snacks were inflated; morale also.
meeting-2019-1,meeting,2019-05-17,"Weekly Ops Sync, 2019",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Queue normal. Line 1 and 2 on schedule. Helium ledger reviewed; no surprises, which in helium is the whole goal. Gary reminded the room that inventory that floats is inventory that leaves, and asked for the manifold logs by Friday."
meeting-2019-2,meeting,2019-01-07,"Parade Planning, 2019",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,Route confirmed. Balloon lineup drafted. Gary walked the new handlers through gust protocol: the line talks to your hands before the anemometer talks to your eyes. Two rigger minimum restated. Snacks were inflated; morale also.
meeting-2019-3,meeting,2019-07-07,"Quality Circle, 2019",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
meeting-2019-4,meeting,2019-08-05,"Quality Circle, 2019",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
meeting-2020-0,meeting,2020-07-17,"Quality Circle, 2020",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
meeting-2020-1,meeting,2020-10-25,"Supplier Review, 2020",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Lakeshore steady on the monthly allocation. Tri-State Christmas card sent, as it is sent every year, because a warm assignment clause is worth a hundred cold ones. Fiesta audit calendar confirmed."
meeting-2020-2,meeting,2020-09-22,"Quality Circle, 2020",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
meeting-2020-3,meeting,2020-12-15,"Supplier Review, 2020",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Lakeshore steady on the monthly allocation. Tri-State Christmas card sent, as it is sent every year, because a warm assignment clause is worth a hundred cold ones. Fiesta audit calendar confirmed."
meeting-2020-4,meeting,2020-03-23,"Parade Planning, 2020",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,Route confirmed. Balloon lineup drafted. Gary walked the new handlers through gust protocol: the line talks to your hands before the anemometer talks to your eyes. Two rigger minimum restated. Snacks were inflated; morale also.
meeting-2021-0,meeting,2021-05-15,"Supplier Review, 2021",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Lakeshore steady on the monthly allocation. Tri-State Christmas card sent, as it is sent every year, because a warm assignment clause is worth a hundred cold ones. Fiesta audit calendar confirmed."
meeting-2021-1,meeting,2021-05-09,"Fleet Reliability, 2021",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Dealership uptime reviewed. Motor lots trending normal except heat complaints tracked for later benching. Gary requested lot-level tracking on all motor installs going forward: fleets fail by lot, not by luck."
meeting-2021-2,meeting,2021-08-22,"Weekly Ops Sync, 2021",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Queue normal. Line 1 and 2 on schedule. Helium ledger reviewed; no surprises, which in helium is the whole goal. Gary reminded the room that inventory that floats is inventory that leaves, and asked for the manifold logs by Friday."
meeting-2021-3,meeting,2021-08-10,"Quality Circle, 2021",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
file-2009-2,file,2009-10-11,soak_test_batch_notes_2009.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
meeting-2021-4,meeting,2021-12-08,"Parade Planning, 2021",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,Route confirmed. Balloon lineup drafted. Gary walked the new handlers through gust protocol: the line talks to your hands before the anemometer talks to your eyes. Two rigger minimum restated. Snacks were inflated; morale also.
meeting-2022-0,meeting,2022-05-20,"Quality Circle, 2022",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
meeting-2022-1,meeting,2022-07-02,"Fleet Reliability, 2022",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Dealership uptime reviewed. Motor lots trending normal except heat complaints tracked for later benching. Gary requested lot-level tracking on all motor installs going forward: fleets fail by lot, not by luck."
meeting-2022-2,meeting,2022-06-27,"Fleet Reliability, 2022",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Dealership uptime reviewed. Motor lots trending normal except heat complaints tracked for later benching. Gary requested lot-level tracking on all motor installs going forward: fleets fail by lot, not by luck."
meeting-2022-3,meeting,2022-08-10,"Parade Planning, 2022",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,Route confirmed. Balloon lineup drafted. Gary walked the new handlers through gust protocol: the line talks to your hands before the anemometer talks to your eyes. Two rigger minimum restated. Snacks were inflated; morale also.
meeting-2022-4,meeting,2022-04-06,"Weekly Ops Sync, 2022",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Queue normal. Line 1 and 2 on schedule. Helium ledger reviewed; no surprises, which in helium is the whole goal. Gary reminded the room that inventory that floats is inventory that leaves, and asked for the manifold logs by Friday."
meeting-2023-0,meeting,2023-07-09,"Fleet Reliability, 2023",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Dealership uptime reviewed. Motor lots trending normal except heat complaints tracked for later benching. Gary requested lot-level tracking on all motor installs going forward: fleets fail by lot, not by luck."
meeting-2023-1,meeting,2023-08-18,"Fleet Reliability, 2023",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Dealership uptime reviewed. Motor lots trending normal except heat complaints tracked for later benching. Gary requested lot-level tracking on all motor installs going forward: fleets fail by lot, not by luck."
meeting-2023-2,meeting,2023-09-16,"Quality Circle, 2023",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
meeting-2023-3,meeting,2023-04-15,"Quality Circle, 2023",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
meeting-2023-4,meeting,2023-05-24,"Weekly Ops Sync, 2023",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Queue normal. Line 1 and 2 on schedule. Helium ledger reviewed; no surprises, which in helium is the whole goal. Gary reminded the room that inventory that floats is inventory that leaves, and asked for the manifold logs by Friday."
meeting-2024-0,meeting,2024-04-12,"Parade Planning, 2024",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,Route confirmed. Balloon lineup drafted. Gary walked the new handlers through gust protocol: the line talks to your hands before the anemometer talks to your eyes. Two rigger minimum restated. Snacks were inflated; morale also.
meeting-2024-1,meeting,2024-08-02,"Weekly Ops Sync, 2024",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Queue normal. Line 1 and 2 on schedule. Helium ledger reviewed; no surprises, which in helium is the whole goal. Gary reminded the room that inventory that floats is inventory that leaves, and asked for the manifold logs by Friday."
meeting-2024-2,meeting,2024-12-04,"Fleet Reliability, 2024",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Dealership uptime reviewed. Motor lots trending normal except heat complaints tracked for later benching. Gary requested lot-level tracking on all motor installs going forward: fleets fail by lot, not by luck."
meeting-2024-3,meeting,2024-10-01,"Supplier Review, 2024",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Lakeshore steady on the monthly allocation. Tri-State Christmas card sent, as it is sent every year, because a warm assignment clause is worth a hundred cold ones. Fiesta audit calendar confirmed."
meeting-2024-4,meeting,2024-11-05,"Supplier Review, 2024",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Lakeshore steady on the monthly allocation. Tri-State Christmas card sent, as it is sent every year, because a warm assignment clause is worth a hundred cold ones. Fiesta audit calendar confirmed."
meeting-2025-0,meeting,2025-11-12,"Parade Planning, 2025",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,Route confirmed. Balloon lineup drafted. Gary walked the new handlers through gust protocol: the line talks to your hands before the anemometer talks to your eyes. Two rigger minimum restated. Snacks were inflated; morale also.
meeting-2025-1,meeting,2025-05-19,"Quality Circle, 2025",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
meeting-2025-2,meeting,2025-01-10,"Quality Circle, 2025",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
meeting-2025-3,meeting,2025-11-08,"Quality Circle, 2025",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
meeting-2025-4,meeting,2025-03-06,"Fleet Reliability, 2025",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Dealership uptime reviewed. Motor lots trending normal except heat complaints tracked for later benching. Gary requested lot-level tracking on all motor installs going forward: fleets fail by lot, not by luck."
meeting-2026-0,meeting,2026-12-16,"Fleet Reliability, 2026",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Dealership uptime reviewed. Motor lots trending normal except heat complaints tracked for later benching. Gary requested lot-level tracking on all motor installs going forward: fleets fail by lot, not by luck."
file-2010-2,file,2010-01-15,helium_recon_2010_Q2.xlsx,Desktop/,"Quarterly helium reconciliation. Contract draw versus actual, by line of business. Variance under one percent. The missing fraction is called leakage, and unlike every other business term, ours is literal."
meeting-2026-1,meeting,2026-04-13,"Parade Planning, 2026",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,Route confirmed. Balloon lineup drafted. Gary walked the new handlers through gust protocol: the line talks to your hands before the anemometer talks to your eyes. Two rigger minimum restated. Snacks were inflated; morale also.
meeting-2026-2,meeting,2026-11-03,"Parade Planning, 2026",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,Route confirmed. Balloon lineup drafted. Gary walked the new handlers through gust protocol: the line talks to your hands before the anemometer talks to your eyes. Two rigger minimum restated. Snacks were inflated; morale also.
meeting-2026-3,meeting,2026-02-10,"Weekly Ops Sync, 2026",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Queue normal. Line 1 and 2 on schedule. Helium ledger reviewed; no surprises, which in helium is the whole goal. Gary reminded the room that inventory that floats is inventory that leaves, and asked for the manifold logs by Friday."
meeting-2026-4,meeting,2026-06-08,"Quality Circle, 2026",Attendees: Gary Baszo et al. Transcribed by MeetingMinder.,"Soak-test results reviewed. Day 9-12 window flagged two seams, both caught, both boring, exactly as designed. Gary: a boring quality meeting is the product working."
file-1984-1,file,1984-10-06,swan_seam_notes_v1_FINAL(2).doc,Desktop/,"Seam torque and weld notes, Colossal Swan line. Wing seams rated lower than neck; bulk shipping guidance attached. The swan is usually innocent."
file-1985-1,file,1985-03-21,soak_test_batch_notes_1985.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
file-1986-3,file,1986-12-23,soak_test_batch_notes_1986.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
file-1987-1,file,1987-09-21,swan_seam_notes_v1_FINAL(2).doc,Desktop/,"Seam torque and weld notes, Colossal Swan line. Wing seams rated lower than neck; bulk shipping guidance attached. The swan is usually innocent."
file-1988-1,file,1988-05-09,maintenance_log_1988_Q1.txt,Desktop/,"Fleet maintenance log. Scheduled swaps, motor hours, thermal notes by lot. Lot-level tracking per the standing rule: fleets fail by lot, not by luck."
file-1989-4,file,1989-10-20,soak_test_batch_notes_1989.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
file-1990-2,file,1990-11-15,swan_seam_notes_v2_FINAL(2).doc,Desktop/,"Seam torque and weld notes, Colossal Swan line. Wing seams rated lower than neck; bulk shipping guidance attached. The swan is usually innocent."
file-1991-3,file,1991-09-07,rig_plan_parade_1991.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 1991. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
